,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Normalized Sales,Category
81,82,2023-12-26,CUST082,Female,32,Beauty,4,50,200,0.08860759493670886,Madium
82,83,2023-12-16,CUST083,Male,54,Electronics,2,50,100,0.0379746835443038,Low
83,84,2023-11-28,CUST084,Female,38,Electronics,3,30,90,0.03291139240506329,Low
84,85,2023-02-06,CUST085,Male,31,Clothing,3,50,150,0.06329113924050633,Madium
85,86,2023-11-08,CUST086,Male,19,Beauty,3,30,90,0.03291139240506329,Low
86,87,2023-11-22,CUST087,Female,28,Beauty,2,50,100,0.0379746835443038,Low
87,88,2023-03-29,CUST088,Male,56,Clothing,1,500,500,0.24050632911392406,Madium
88,89,2023-10-01,CUST089,Female,55,Electronics,4,500,2000,1.0,High
89,90,2023-05-06,CUST090,Female,51,Electronics,1,30,30,0.002531645569620253,Low
90,91,2023-03-25,CUST091,Female,55,Electronics,1,500,500,0.24050632911392406,Madium
91,92,2023-08-25,CUST092,Female,51,Electronics,4,30,120,0.04810126582278481,Madium
92,93,2023-07-14,CUST093,Female,35,Beauty,4,500,2000,1.0,High
93,94,2023-05-19,CUST094,Female,47,Beauty,2,500,1000,0.4936708860759494,High
94,95,2023-11-24,CUST095,Female,32,Clothing,2,30,60,0.017721518987341773,Low
95,96,2023-12-19,CUST096,Female,44,Clothing,2,300,600,0.2911392405063291,
96,97,2023-10-13,CUST097,Female,51,Beauty,2,500,1000,0.4936708860759494,High
97,98,2023-04-23,CUST098,Female,55,Beauty,2,50,100,0.0379746835443038,Low
98,99,2023-12-17,CUST099,Female,50,Electronics,4,300,1200,0.5949367088607594,High
99,100,2023-06-16,CUST100,Male,41,Electronics,1,30,30,0.002531645569620253,Low
100,101,2023-01-29,CUST101,Male,32,Clothing,2,300,600,0.2911392405063291,
101,102,2023-04-28,CUST102,Female,47,Beauty,2,25,50,0.012658227848101266,Low
102,103,2023-01-17,CUST103,Female,59,Clothing,1,25,25,0.0,Low
103,104,2023-06-11,CUST104,Female,34,Beauty,2,500,1000,0.4936708860759494,High
104,105,2023-07-25,CUST105,Female,22,Electronics,1,500,500,0.24050632911392406,Madium
105,106,2023-05-18,CUST106,Female,46,Clothing,1,50,50,0.012658227848101266,Low
106,107,2023-02-03,CUST107,Female,21,Clothing,4,300,1200,0.5949367088607594,High
107,108,2023-04-19,CUST108,Female,27,Beauty,3,25,75,0.02531645569620253,Low
108,109,2023-10-18,CUST109,Female,34,Electronics,4,500,2000,1.0,High
109,110,2023-06-11,CUST110,Male,27,Clothing,3,300,900,0.4430379746835443,
110,111,2023-04-19,CUST111,Female,34,Electronics,3,500,1500,0.7468354430379747,High
111,112,2023-12-02,CUST112,Male,37,Clothing,3,500,1500,0.7468354430379747,High
112,113,2023-09-13,CUST113,Female,41,Electronics,2,25,50,0.012658227848101266,Low
113,114,2023-07-22,CUST114,Female,22,Beauty,4,25,100,0.0379746835443038,Low
114,115,2023-11-26,CUST115,Male,51,Clothing,3,500,1500,0.7468354430379747,High
115,116,2023-08-23,CUST116,Female,23,Clothing,1,30,30,0.002531645569620253,Low
116,117,2023-03-15,CUST117,Male,19,Electronics,2,500,1000,0.4936708860759494,High
117,118,2023-05-16,CUST118,Female,30,Electronics,4,500,2000,1.0,High
118,119,2023-03-13,CUST119,Female,60,Clothing,3,50,150,0.06329113924050633,Madium
119,120,2023-05-07,CUST120,Male,60,Beauty,1,50,50,0.012658227848101266,Low
120,121,2023-10-15,CUST121,Female,28,Electronics,4,50,200,0.08860759493670886,Madium
121,122,2023-10-03,CUST122,Male,64,Electronics,4,30,120,0.04810126582278481,Madium
122,123,2023-05-15,CUST123,Female,40,Electronics,2,30,60,0.017721518987341773,Low
123,124,2023-10-27,CUST124,Male,33,Clothing,4,500,2000,1.0,High
124,125,2023-08-08,CUST125,Male,48,Clothing,2,50,100,0.0379746835443038,Low
125,126,2023-10-26,CUST126,Female,28,Clothing,3,30,90,0.03291139240506329,Low
126,127,2023-07-24,CUST127,Female,33,Clothing,2,25,50,0.012658227848101266,Low
127,128,2023-07-05,CUST128,Male,25,Beauty,1,500,500,0.24050632911392406,Madium
128,129,2023-04-23,CUST129,Female,21,Beauty,2,300,600,0.2911392405063291,
129,130,2023-03-12,CUST130,Female,57,Clothing,1,500,500,0.24050632911392406,Madium
130,131,2023-09-18,CUST131,Female,21,Beauty,2,300,600,0.2911392405063291,
131,132,2023-09-10,CUST132,Male,42,Electronics,4,50,200,0.08860759493670886,Madium
132,133,2023-02-16,CUST133,Male,20,Electronics,3,300,900,0.4430379746835443,
133,134,2023-01-25,CUST134,Male,49,Electronics,1,50,50,0.012658227848101266,Low
134,135,2023-02-26,CUST135,Male,20,Clothing,2,25,50,0.012658227848101266,Low
135,136,2023-03-20,CUST136,Male,44,Electronics,2,300,600,0.2911392405063291,
136,137,2023-11-18,CUST137,Male,46,Beauty,2,500,1000,0.4936708860759494,High
137,138,2023-03-23,CUST138,Male,49,Clothing,4,50,200,0.08860759493670886,Madium
138,139,2023-12-15,CUST139,Male,36,Beauty,4,500,2000,1.0,High
139,140,2023-08-05,CUST140,Male,38,Electronics,1,30,30,0.002531645569620253,Low
140,141,2023-11-02,CUST141,Female,22,Electronics,1,50,50,0.012658227848101266,Low
141,142,2023-02-02,CUST142,Male,35,Electronics,4,300,1200,0.5949367088607594,High
142,143,2023-07-17,CUST143,Female,45,Clothing,1,50,50,0.012658227848101266,Low
143,144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500,0.7468354430379747,High
144,145,2023-11-02,CUST145,Female,39,Clothing,3,25,75,0.02531645569620253,Low
145,146,2023-08-28,CUST146,Male,38,Clothing,4,50,200,0.08860759493670886,Madium
146,147,2023-09-28,CUST147,Male,23,Electronics,1,300,300,0.13924050632911392,Madium
147,148,2023-05-09,CUST148,Male,18,Clothing,2,30,60,0.017721518987341773,Low
148,149,2023-10-11,CUST149,Male,22,Clothing,3,25,75,0.02531645569620253,Low
149,150,2023-01-06,CUST150,Female,58,Electronics,4,30,120,0.04810126582278481,Madium
150,151,2023-12-15,CUST151,Male,29,Clothing,1,50,50,0.012658227848101266,Low
151,152,2023-02-28,CUST152,Male,43,Electronics,4,500,2000,1.0,High
152,153,2023-12-16,CUST153,Male,63,Electronics,2,500,1000,0.4936708860759494,High
153,154,2023-10-02,CUST154,Male,51,Electronics,3,300,900,0.4430379746835443,
154,155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000,1.0,High
155,156,2023-11-25,CUST156,Female,43,Clothing,4,25,100,0.0379746835443038,Low
156,157,2023-06-24,CUST157,Male,62,Electronics,4,500,2000,1.0,High
157,158,2023-02-27,CUST158,Female,44,Electronics,2,300,600,0.2911392405063291,
158,159,2023-05-31,CUST159,Male,26,Clothing,4,50,200,0.08860759493670886,Madium
159,160,2023-08-11,CUST160,Female,43,Clothing,2,50,100,0.0379746835443038,Low
160,161,2023-03-22,CUST161,Male,64,Beauty,2,500,1000,0.4936708860759494,High
161,162,2023-08-21,CUST162,Male,39,Clothing,2,30,60,0.017721518987341773,Low
162,163,2023-01-02,CUST163,Female,64,Clothing,3,50,150,0.06329113924050633,Madium
163,164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500,0.7468354430379747,High
164,165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200,0.5949367088607594,High
165,166,2023-04-02,CUST166,Male,34,Clothing,4,500,2000,1.0,High
166,167,2023-09-17,CUST167,Female,43,Clothing,3,50,150,0.06329113924050633,Madium
167,168,2023-02-24,CUST168,Male,53,Clothing,1,300,300,0.13924050632911392,Madium
168,169,2023-11-17,CUST169,Male,18,Beauty,3,500,1500,0.7468354430379747,High
169,170,2023-06-02,CUST170,Female,25,Clothing,2,25,50,0.012658227848101266,Low
170,171,2023-11-24,CUST171,Female,52,Clothing,3,300,900,0.4430379746835443,
171,172,2023-09-17,CUST172,Male,32,Beauty,2,25,50,0.012658227848101266,Low
172,173,2023-11-08,CUST173,Male,64,Electronics,4,30,120,0.04810126582278481,Madium
173,174,2023-04-12,CUST174,Female,39,Beauty,1,300,300,0.13924050632911392,Madium
174,175,2023-03-20,CUST175,Female,31,Electronics,4,25,100,0.0379746835443038,Low
175,176,2023-07-11,CUST176,Female,43,Beauty,2,50,100,0.0379746835443038,Low
176,177,2023-03-24,CUST177,Male,45,Beauty,2,50,100,0.0379746835443038,Low
177,178,2023-10-04,CUST178,Male,40,Clothing,2,30,60,0.017721518987341773,Low
178,179,2023-09-29,CUST179,Male,31,Electronics,1,300,300,0.13924050632911392,Madium
179,180,2023-01-01,CUST180,Male,41,Clothing,3,300,900,0.4430379746835443,
180,181,2023-11-03,CUST181,Male,19,Electronics,4,300,1200,0.5949367088607594,High
181,182,2023-06-15,CUST182,Male,62,Beauty,4,30,120,0.04810126582278481,Madium
182,183,2023-09-08,CUST183,Female,43,Beauty,3,300,900,0.4430379746835443,
183,184,2023-01-10,CUST184,Male,31,Electronics,4,50,200,0.08860759493670886,Madium
184,185,2023-02-27,CUST185,Male,24,Clothing,1,25,25,0.0,Low
185,186,2023-07-05,CUST186,Male,20,Clothing,4,50,200,0.08860759493670886,Madium
186,187,2023-06-07,CUST187,Female,64,Clothing,2,50,100,0.0379746835443038,Low
187,188,2023-05-03,CUST188,Male,40,Clothing,3,25,75,0.02531645569620253,Low
188,189,2023-01-30,CUST189,Male,63,Beauty,1,50,50,0.012658227848101266,Low
189,190,2023-05-04,CUST190,Female,60,Beauty,3,30,90,0.03291139240506329,Low
190,191,2023-10-18,CUST191,Male,64,Beauty,1,25,25,0.0,Low
191,192,2023-02-10,CUST192,Male,62,Beauty,2,50,100,0.0379746835443038,Low
192,193,2023-02-13,CUST193,Male,35,Beauty,3,500,1500,0.7468354430379747,High
193,194,2023-09-06,CUST194,Male,55,Clothing,4,50,200,0.08860759493670886,Madium
194,195,2023-02-05,CUST195,Male,52,Clothing,1,30,30,0.002531645569620253,Low
195,196,2023-09-30,CUST196,Female,32,Clothing,3,300,900,0.4430379746835443,
196,197,2023-03-06,CUST197,Female,42,Clothing,4,50,200,0.08860759493670886,Madium
197,198,2023-03-07,CUST198,Female,54,Beauty,3,300,900,0.4430379746835443,
198,199,2023-12-04,CUST199,Male,45,Beauty,3,500,1500,0.7468354430379747,High
199,200,2023-09-01,CUST200,Male,27,Beauty,3,50,150,0.06329113924050633,Madium
200,201,2023-10-09,CUST201,Male,56,Electronics,1,25,25,0.0,Low
201,202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200,0.5949367088607594,High
202,203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000,0.4936708860759494,High
203,204,2023-09-28,CUST204,Male,39,Beauty,1,25,25,0.0,Low
204,205,2023-11-07,CUST205,Female,43,Clothing,1,25,25,0.0,Low
205,206,2023-08-05,CUST206,Male,61,Clothing,1,25,25,0.0,Low
206,207,2023-04-19,CUST207,Female,42,Beauty,2,25,50,0.012658227848101266,Low
207,208,2023-10-04,CUST208,Female,34,Electronics,4,50,200,0.08860759493670886,Madium
208,209,2023-12-20,CUST209,Female,30,Electronics,4,50,200,0.08860759493670886,Madium
209,210,2023-04-13,CUST210,Male,37,Electronics,4,50,200,0.08860759493670886,Madium
210,211,2024-01-01,CUST211,Male,42,Beauty,3,500,1500,0.7468354430379747,High
211,212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500,0.7468354430379747,High
212,213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500,0.7468354430379747,High
213,214,2023-12-10,CUST214,Male,20,Beauty,2,30,60,0.017721518987341773,Low
214,215,2023-11-29,CUST215,Male,58,Clothing,3,500,1500,0.7468354430379747,High
215,216,2023-07-11,CUST216,Male,62,Electronics,2,50,100,0.0379746835443038,Low
216,217,2023-08-13,CUST217,Female,35,Electronics,4,50,200,0.08860759493670886,Madium
217,218,2023-09-22,CUST218,Male,64,Beauty,3,30,90,0.03291139240506329,Low
218,219,2023-08-20,CUST219,Female,53,Electronics,3,30,90,0.03291139240506329,Low
219,220,2023-03-03,CUST220,Male,64,Beauty,1,500,500,0.24050632911392406,Madium
220,221,2023-05-07,CUST221,Male,39,Beauty,2,300,600,0.2911392405063291,
221,222,2023-04-26,CUST222,Male,51,Clothing,4,30,120,0.04810126582278481,Madium
222,223,2023-02-02,CUST223,Female,64,Clothing,1,25,25,0.0,Low
223,224,2023-06-23,CUST224,Female,25,Clothing,1,50,50,0.012658227848101266,Low
224,225,2023-01-11,CUST225,Female,57,Beauty,4,25,100,0.0379746835443038,Low
225,226,2023-10-29,CUST226,Female,61,Clothing,1,50,50,0.012658227848101266,Low
226,227,2023-10-11,CUST227,Male,36,Electronics,2,50,100,0.0379746835443038,Low
227,228,2023-04-28,CUST228,Female,59,Electronics,2,30,60,0.017721518987341773,Low
228,229,2023-10-29,CUST229,Male,58,Beauty,3,30,90,0.03291139240506329,Low
229,230,2023-04-23,CUST230,Male,54,Beauty,1,25,25,0.0,Low
230,231,2023-01-04,CUST231,Female,23,Clothing,3,50,150,0.06329113924050633,Madium
231,232,2023-02-06,CUST232,Female,43,Beauty,1,25,25,0.0,Low
232,233,2023-12-29,CUST233,Female,51,Beauty,2,300,600,0.2911392405063291,
233,234,2023-11-20,CUST234,Female,62,Electronics,2,25,50,0.012658227848101266,Low
234,235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000,0.4936708860759494,High
235,236,2023-04-28,CUST236,Female,54,Clothing,1,25,25,0.0,Low
236,237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000,0.4936708860759494,High
237,238,2023-01-17,CUST238,Female,39,Beauty,1,500,500,0.24050632911392406,Madium
238,239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500,0.7468354430379747,High
239,240,2023-02-06,CUST240,Female,23,Beauty,1,300,300,0.13924050632911392,Madium
240,241,2023-09-21,CUST241,Female,23,Electronics,3,25,75,0.02531645569620253,Low
241,242,2023-05-02,CUST242,Male,21,Clothing,1,25,25,0.0,Low
242,243,2023-05-23,CUST243,Female,47,Electronics,3,300,900,0.4430379746835443,
243,244,2023-12-09,CUST244,Male,28,Beauty,2,50,100,0.0379746835443038,Low
244,245,2023-09-06,CUST245,Male,47,Clothing,3,30,90,0.03291139240506329,Low
245,246,2023-04-20,CUST246,Female,48,Electronics,2,25,50,0.012658227848101266,Low
246,247,2023-10-04,CUST247,Male,41,Electronics,2,30,60,0.017721518987341773,Low
247,248,2023-03-09,CUST248,Male,26,Clothing,3,300,900,0.4430379746835443,
248,249,2023-10-20,CUST249,Male,20,Clothing,1,50,50,0.012658227848101266,Low
249,250,2023-10-23,CUST250,Male,48,Electronics,1,50,50,0.012658227848101266,Low
250,251,2023-08-31,CUST251,Female,57,Beauty,4,50,200,0.08860759493670886,Madium
251,252,2023-05-05,CUST252,Male,54,Electronics,1,300,300,0.13924050632911392,Madium
252,253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,1.0,High
253,254,2023-07-28,CUST254,Male,41,Electronics,1,500,500,0.24050632911392406,Madium
254,255,2023-04-08,CUST255,Male,48,Clothing,1,30,30,0.002531645569620253,Low
255,256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000,0.4936708860759494,High
256,257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000,1.0,High
257,258,2023-12-04,CUST258,Female,37,Clothing,1,50,50,0.012658227848101266,Low
258,259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,0.08860759493670886,Madium
259,260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,0.017721518987341773,Low
260,261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,0.012658227848101266,Low
261,262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,0.04810126582278481,Madium
262,263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,0.017721518987341773,Low
263,264,2023-01-28,CUST264,Male,47,Clothing,3,300,900,0.4430379746835443,
264,265,2023-12-11,CUST265,Male,55,Clothing,3,300,900,0.4430379746835443,
265,266,2023-12-01,CUST266,Female,19,Electronics,2,30,60,0.017721518987341773,Low
266,267,2023-11-27,CUST267,Female,32,Beauty,3,30,90,0.03291139240506329,Low
267,268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,0.002531645569620253,Low
268,269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000,1.0,High
269,270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,0.13924050632911392,Madium
270,271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,0.04810126582278481,Madium
271,272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,0.0379746835443038,Low
272,273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,0.012658227848101266,Low
273,274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000,0.4936708860759494,High
274,275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000,0.4936708860759494,High
275,276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,0.0379746835443038,Low
276,277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,0.0379746835443038,Low
277,278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,0.0379746835443038,Low
278,279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,0.24050632911392406,Madium
279,280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,0.7468354430379747,High
280,281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,1.0,High
281,282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,0.08860759493670886,Madium
282,283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,0.24050632911392406,Madium
283,284,2023-02-08,CUST284,Male,43,Clothing,4,50,200,0.08860759493670886,Madium
284,285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,0.0,Low
285,286,2023-10-09,CUST286,Male,55,Electronics,2,25,50,0.012658227848101266,Low
286,287,2023-02-20,CUST287,Male,54,Clothing,4,25,100,0.0379746835443038,Low
287,288,2023-01-26,CUST288,Male,28,Clothing,4,30,120,0.04810126582278481,Madium
288,289,2023-11-30,CUST289,Male,53,Electronics,2,30,60,0.017721518987341773,Low
289,290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,0.2911392405063291,
290,291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,0.2911392405063291,
291,292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,0.5949367088607594,High
292,293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,0.03291139240506329,Low
293,294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,0.03291139240506329,Low
294,295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,0.4430379746835443,
295,296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,0.5949367088607594,High
296,297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,0.4936708860759494,High
297,298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,0.5949367088607594,High
298,299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,0.4936708860759494,High
299,300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,0.08860759493670886,Madium
300,301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,0.04810126582278481,Madium
301,302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,0.2911392405063291,
302,303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,0.03291139240506329,Low
303,304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,0.017721518987341773,Low
304,305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,0.002531645569620253,Low
305,306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,0.012658227848101266,Low
306,307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,0.012658227848101266,Low
307,308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,0.5949367088607594,High
308,309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,0.0,Low
309,310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,0.0,Low
310,311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,0.0379746835443038,Low
311,312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,0.04810126582278481,Madium
312,313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,0.7468354430379747,High
313,314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,0.04810126582278481,Madium
314,315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,0.017721518987341773,Low
315,316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,0.012658227848101266,Low
316,317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,0.03291139240506329,Low
317,318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,0.0,Low
318,319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,0.24050632911392406,Madium
